Title,Id,PostTypeId,AcceptedAnswerId,ParentId,OwnerUserId,DisplayName,Reputation
,3233,2,,3232,540,Himanshu Jansari,6462
Can a player represent more than one team?,3236,1,,,1719,Ganesh Babu,298
What rules determine whether a player can play for a team in the CLT20?,3237,1,,,675,Bogdanovist,4250
,3238,2,,3236,921,iDev,1824
,3239,2,,896,1738,Tom Au,3617
,3240,2,,131,1738,Tom Au,3617
,3241,2,,1384,1738,Tom Au,3617
,3242,2,,3089,1738,Tom Au,3617
"Is there a ""blown save"" if the closer gives up only UNearned runs?",3244,1,3245,,1738,Tom Au,3617
,3245,2,,3244,6,wax eagle,8985
"What is the meaning of ""Duckworthâ€“Lewis method"" in Cricket?",3247,1,3248,,1752,Neelesh Pandey,429
,3248,2,,3247,921,iDev,1824
In cricket why the inner circle is of 30 yards only? And how does it affect power-play?,3249,1,3254,,1752,Neelesh Pandey,429
Which rider's time determines result in team time trial?,3251,1,3328,,1237,Martin,5720
Who is this commentator to many international badminton events?,3252,1,3253,,1455,Jacob Jan Tuinstra,1948
,3254,2,,3249,675,Bogdanovist,4250
NFL Rule On Offensive lineman,3255,1,,,1761,Sebastian Armas,61
When did the fifty-overs format for One-day international matches comes in practice?,3257,1,3258,,753,Azik Abdullah,8601
,3258,2,,3257,540,Himanshu Jansari,6462
What is a record for a football player in converting consecutive penalties in official matches?,3260,1,,,1237,Martin,5720
lead baserunner tagged while occupying base he is forced from,3262,1,,,1766,D.S,41
Why don't we have free hit in Test Cricket?,3264,1,3266,,1752,Neelesh Pandey,429
,3265,2,,3264,540,Himanshu Jansari,6462
,3266,2,,3264,753,Azik Abdullah,8601
,3267,2,,3262,6,wax eagle,8985
,3268,2,,3198,1092,Valrok,116
,3270,2,,3078,1455,Jacob Jan Tuinstra,1948
Is it allowed to wear inner gloves while batting in cricket?,3271,1,3272,,753,Azik Abdullah,8601
,3272,2,,3271,540,Himanshu Jansari,6462
,3276,2,,3273,1723,Ben Miller - Remember Monica,8101
,3277,2,,3271,753,Azik Abdullah,8601
,3279,2,,2013,1778,Malcolm James,31
,3280,2,,3237,1184,Ashutosh Mishra,447
"How would an ""inside the park home run"" affect BABIP?",3281,1,3282,,1738,Tom Au,3617
,3282,2,,3281,6,wax eagle,8985
,3283,2,,1708,753,Azik Abdullah,8601
Fremantle players to have played a grand final,3284,1,3303,,1751,user1672694,332
What are the names of wakeboard tricks that are performed at the corner of the cable?,3287,1,,,1394,rubo77,211
,3295,2,,3260,1303,97ldave,199
"Would Henderson Alvarez have gotten credit for a ""perfect"" game if the score were still tied 0-0 after nine?",3296,1,,,1738,Tom Au,3617
,3297,2,,3296,6,wax eagle,8985
,3298,2,,3138,1788,AnthonyBlake,178
Who benefits from Football Association Fines,3299,1,,,1788,AnthonyBlake,178
what is the record for a team being awarded a penalty in consecutive soccer matches?,3302,1,,,1792,Anthony Quinn,71
,3303,2,,3284,1793,Xander Winch,34
Is there any term used for multiple hat tricks?,3304,1,,,1794,Graham,77
,3305,2,,3304,540,Himanshu Jansari,6462
Difference between â€œmarkâ€ù and â€œperformanceâ€ù,3307,1,,,1797,Jan,171
,3308,2,,1236,1798,caitlin,19
,3309,2,,3287,1394,rubo77,211
,3310,2,,3260,1799,user1799,71
Why Nadal would take ATP No.1 and overstep Djokovic if he just reaches the final?,3311,1,3315,,1801,user1236048,415
F1 Safety Cars & Medical Cars,3312,1,,,1802,Fabian Brown,71
,3313,2,,3312,1723,Ben Miller - Remember Monica,8101
,3314,2,,3150,1376,Granger44,111
,3315,2,,3311,18,jamauss,8239
What is a block in volleyball?,3316,1,,,1806,Jasmine,81
,3317,2,,3299,1803,evil,101
How bad is washing a wetsuit in a washing machine?,3318,1,3321,,1807,user1807,143
,3319,2,,810,1808,Kozlowski,51
,3320,2,,3316,1809,SeanWM,187
,3321,2,,3318,1809,SeanWM,187
How much evidence has to be there to overturn an American football play?,3322,1,3327,,1810,Nash Read,63
,3324,2,,583,1811,khan,111
,3325,2,,21,1813,Scott,21
,3326,2,,3307,1723,Ben Miller - Remember Monica,8101
Why are Indian news TV channels not showing coverage of cricket matches?,20281,1,,,9253,Prem,630
Why did the Philadelphia Flyers make Gritty their mascot?,20282,1,,,16117,Sweet_Cherry,111
How is spike speed measured in volleyball?,20286,1,20288,,16126,yacoob,133
,20288,2,,20286,10583,Glorfindel,1487
,20289,2,,20287,16129,Sebastian Proske,269
Why has soccer become so famous worldwide?,20290,1,,,12023,user2638180,111
,20291,2,,20290,15689,Fair Player,209
,20294,2,,20290,16138,Jiraheta,99
,20297,2,,20193,15766,Michael d,117
,20298,2,,18594,15766,Michael d,117
Time limit to serve,20299,1,,,16144,Michael,31
,20300,2,,20299,10583,Glorfindel,1487
Out stumped on a free hit,20301,1,,,16145,Claudio Fabbri,21
,20302,2,,20301,9129,Ben Whyall,1892
,20303,2,,18092,9129,Ben Whyall,1892
When do you switch ends of the court in tennis?,20305,1,20307,,11943,Austin Conlon,299
,20306,2,,18594,9578,BowlOfRed,2998
,20307,2,,20305,10583,Glorfindel,1487
,20311,2,,5761,16150,ryan feeney,11
Sinking my last ball with a back shot where cue ball bounces back to to pot the black ball,20312,1,,,16157,Ricky Kamusaki,1
,20314,2,,20299,13403,Bill Hileman,326
Why does a basketball ref raise the second arm when a 3-pt shot falls?,20315,1,20338,,16160,Will,143
"When was the last time the Bills, Lions, Browns, & Jets won on the same day?",20318,1,,,16164,Ange,1
,20319,2,,14029,16165,Ed Smeets,1
Biggest opening game wins by Stanley Cup defending Champions,20320,1,20331,,3671,alamoot,8213
,20321,2,,10719,16166,James C,1
,20322,2,,20312,16167,user16167,21
Most overtime games for a team during a season,20325,1,20326,,16171,Matt Burland,123
,20326,2,,20325,16112,user16112,946
Celebrate title after red card,20328,1,20329,,10849,Lipata,1087
,20329,2,,20328,10583,Glorfindel,1487
,20330,2,,20328,14543,dly,4021
,20331,2,,20320,16112,user16112,946
Design a tournament that avoids byes,20332,1,,,12855,James K,215
,20333,2,,20332,9319,Nij,6688
,20334,2,,20318,16112,user16112,946
,20337,2,,20332,16179,Dre,31
,20338,2,,20315,6436,Coach-D,4854
Footballers with most free kicks scored,20339,1,20340,,10849,Lipata,1087
,20340,2,,20339,10849,Lipata,1087
Which female football players have highest goal per game ratio for national team?,20341,1,,,1237,Martin,5720
,20342,2,,889,16188,Peter,1
,20343,2,,16804,16189,Studa Baker,9
,20346,2,,15299,16189,Studa Baker,9
,20348,2,,19979,13195,Kurt Weber,51
,20349,2,,5761,16193,Jonathan,1
A basketball team fields 6 players and scores 4 points before the extra player is noticed. What should the officials do,20350,1,,,16195,Chickenboy,1
,20351,2,,20350,14151,raffaem,243
,20353,2,,20287,13195,Kurt Weber,51
,20354,2,,15299,13195,Kurt Weber,51
,20355,2,,4546,16197,Don,9
Table tennis change of hand,20357,1,,,16202,Akash Pradhan,51
,20358,2,,17257,16204,ChandraJ,1
What is the cause for MLB regular season strikeouts to be more than hits?,20359,1,,,9690,Jason P Sallinger,1162
,20361,2,,84,16207,Zonker.in.Geneva,121
,20363,2,,20359,15558,pboss3010,1018
,20364,2,,20359,9551,Ben Steeves,189
,20365,2,,20357,13403,Bill Hileman,326
,20366,2,,20359,9690,Jason P Sallinger,1162
Relationship between Winning Margin and Point Spread in NBA Betting,20367,1,20368,,16210,unascolt,23
,20368,2,,20367,6126,Philip Kendall,18797
,20369,2,,18392,16212,Kunal Tolani,11
MLB rule on subs for injuries after you used the entire roster,20370,1,,,16215,Ben,21
,20371,2,,20370,6436,Coach-D,4854
,20372,2,,4304,16216,Tuorg,146
,20374,2,,10747,16216,Tuorg,146
Women's versus Men's pay in majors,20375,1,,,16219,Josh Grogam,11
,20376,2,,20375,16085,E. Sommer,1147
Nfl overtime rules,20377,1,,,16221,Menachem Lieberman,11
,20378,2,,20377,14543,dly,4021
Why there are too few black goalkeepers in high-level football?,20380,1,,,16231,Arda OÄŸul ÃœÃ§pÄ±nar,121
"What is a ""scoring position"" in baseball?",20381,1,20383,,16220,BellmanEqn,123
,20382,2,,20380,16233,Hydra Exiled,226
,20383,2,,20381,777,Rolazaro Azeveires,277
,20384,2,,20380,16220,BellmanEqn,123
Offside or not?,20385,1,,,16234,richard,11
,20386,2,,20385,14543,dly,4021
Greatest number of own goals in Europe,20387,1,20388,,16201,StammeringMathematician,173
,20388,2,,20387,16233,Hydra Exiled,226
,20390,2,,20381,10789,paparazzo,262
MLB record for consecutive years with an identical batting average (single player),20391,1,,,16242,A's_fan,11
,20392,2,,20391,16233,Hydra Exiled,226
What are the fundamentals of a serving toss in tennis?,20393,1,,,11943,Austin Conlon,299
,20394,2,,4404,16246,Steve McKay,11
Can an off spinner bowl a googly?,20395,1,20396,,16248,Aatsrh,3
,20396,2,,20395,6126,Philip Kendall,18797
Is it an offside in this case?,20397,1,20398,,16249,Lioneds,13
,20398,2,,20397,10583,Glorfindel,1487
,20399,2,,20393,16255,aces,121
Can I bounce the ball off defender to resume my dribble?,20400,1,20401,,16256,chriso,13
,20401,2,,20400,6436,Coach-D,4854
"Inbound basketball passed outside the court, then dribbled in",20402,1,,,16258,Steve,31
Has anyone ever taken pole position without setting any fastest sector times?,20403,1,21066,,15589,F1Krazy,1320
When do team managers submit the batter lineup to the umpire?,20404,1,20407,,15951,isakbob,103
,20406,2,,20402,13195,Kurt Weber,51
,12364,2,,12359,10049,cadaniluk,330
,12365,2,,12232,10049,cadaniluk,330
"Can a Goalkeeper Handle, Drop, and Dribble From Their Box?",12367,1,12370,,894,swasheck,193
,12368,2,,12362,10215,Ê€á´‡á´…_á´…á´‡á´ ÉªÊŸ226,2437
,12370,2,,12367,10215,Ê€á´‡á´…_á´…á´‡á´ ÉªÊŸ226,2437
What happens if a shot rebounds off a defender to an attacker in an offside position?,12371,1,12377,,10235,PenguinGenius,85
,12373,2,,12371,10240,jeffkmeng,101
Highest combined passer rating,12376,1,,,10244,Shahar Mosek,131
,12377,2,,12371,3526,Reinstate Monica 2331977,7219
,12378,2,,12363,1831,Ale,9000
,12379,2,,12367,3526,Reinstate Monica 2331977,7219
Why is an illegal shift treated as a false start at the end of a half in American football?,12380,1,12383,,1898,kuzzooroo,1510
,12383,2,,12380,6232,Joe,8606
Head to head - what to do if both teams lost,12384,1,12386,,2052,Joe Taras,326
,12386,2,,12384,110,Fillet,3554
,12387,2,,4146,10255,Tariq,111
What happens if the ball returns to the player's side of the court in tennis?,12388,1,12397,,1831,Ale,9000
,12390,2,,12357,10257,patsfan929,86
,12391,2,,3116,10257,patsfan929,86
,12392,2,,7221,10257,patsfan929,86
,12393,2,,3116,6436,Coach-D,4854
,12394,2,,876,991,dubrie,141
,12395,2,,7264,6436,Coach-D,4854
,12396,2,,1413,6436,Coach-D,4854
,12397,2,,12388,10215,Ê€á´‡á´…_á´…á´‡á´ ÉªÊŸ226,2437
,12398,2,,957,10259,Jerseyboy,1
Send MapMyRun data to Runkeeper,12400,1,,,10264,Rob,151
,12401,2,,12400,10264,Rob,151
,12403,2,,7054,6436,Coach-D,4854
Why do runners wear helmets?,12407,1,,,10273,neena,71
,12408,2,,12122,6436,Coach-D,4854
,12409,2,,12407,10215,Ê€á´‡á´…_á´…á´‡á´ ÉªÊŸ226,2437
,12410,2,,12407,7689,Gunaseelan,188
Official circuit for paddle?,12411,1,,,1831,Ale,9000
,12412,2,,12411,10280,jMike,56
Redshirt process for college soccer D1 school,12413,1,,,10281,user10281,21
,12415,2,,5028,10284,Riccardo,69
What is the rationale behind short-term substitutions in volleyball?,12417,1,12418,,10216,Benedikt Bauer,317
,12418,2,,12417,6126,Philip Kendall,18797
"In basketball, is it legal to score directly from a throw in?",12419,1,12420,,10290,Vivek,133
,12420,2,,12419,6126,Philip Kendall,18797
,12421,2,,10549,9595,Mikey S,61
How are (soccer) captains selected?,12422,1,,,7651,boxspah,954
,12423,2,,12422,10295,SarpSTA,496
,12424,2,,12422,10113,FingeNB,336
,12427,2,,4073,10299,Andrew Poodle,31
Does this count as an assist?,12428,1,,,10301,Besian Zenku,51
,12429,2,,12428,10295,SarpSTA,496
,12430,2,,12413,6436,Coach-D,4854
,12433,2,,9028,10305,Matt,31
,12435,2,,12428,7651,boxspah,954
"Where do the ""spare"" balls come from in Test Match cricket?",12436,1,,,10309,Rick,41
,12437,2,,12436,9129,Ben Whyall,1892
,12439,2,,2489,10313,user10313,1
,12440,2,,2489,10113,FingeNB,336
,12441,2,,7221,10314,Caleb Lomeli,1
Any other sport with draws like cricket?,12443,1,,,10317,Johan,281
,12444,2,,3078,10320,user10320,1
Football fields that are approximately square,12447,1,12453,,10322,Ubiquitous,234
Does the NHL provide guidelines for collecting stats?,12450,1,,,10325,Kevin,247
NBA rule - how far does the ball have to go in the hoop to count for points?,12452,1,,,10329,user10329,31
,12453,2,,12447,3526,Reinstate Monica 2331977,7219
Why is the Belgium football team standing No. 1?,12454,1,12455,,9415,Qian Chen,133
,12455,2,,12454,10113,FingeNB,336
,12456,2,,12452,10113,FingeNB,336
Is there always a faceoff winner in ice hockey?,12459,1,12462,,10325,Kevin,247
How is the team possession stat calculated in ice hockey?,12460,1,12468,,10325,Kevin,247
On-the-fly changes in ice hockey,12461,1,12465,,10325,Kevin,247
,12462,2,,12459,6232,Joe,8606
,12465,2,,12461,6232,Joe,8606
Why are tennis players so bad at serving?,12466,1,,,7826,Mr. Boy,293
,12467,2,,12466,9897,Dr.DrfbagIII,1659
,12468,2,,12460,9897,Dr.DrfbagIII,1659
,12471,2,,9135,6436,Coach-D,4854
Fouling a teammate in football: what is the correct referee decision?,12472,1,12473,,9038,Koldito,1061
,12473,2,,12472,6126,Philip Kendall,18797
"NFL overtime: after a field goal, clock runs out on second team's possession",12474,1,,,1607,Nate Eldredge,1274
,12476,2,,12474,110,Fillet,3554
,12477,2,,3002,10355,Kanyuru Nicholus Nguru,21
What racquet is most similar to TT Warrior?,12478,1,,,10356,Kenshin,181
Sprinter but now want to take part in marathon,12479,1,12480,,10357,MnZ,133
,12480,2,,12479,2011,Val,1005
Should your feet be in the air when serving?,12481,1,,,7681,live-love,649
What managers write while their team is playing,12483,1,12503,,10348,nik,153
Can football players play multiple positions?,12484,1,12492,,10360,SMS von der Tann,377
,12490,2,,12481,9529,Vishnu Raj,378
,12491,2,,12481,626,skc,471
,12492,2,,12484,8937,New-To-IT,2027
Is there a penalty for kicking a PAT from the 2 yard line in the NFL?,12493,1,,,10370,Daniel,512
Is there a rule for when K-Balls are used?,12494,1,,,10370,Daniel,512
,12495,2,,12484,10370,Daniel,512
,14665,2,,1557,12084,user12084,46
Earned v. Unearned Run Following an Error (Dropped Foul Ball),14668,1,14673,,12082,Pistol Pete,368
Serving advantage of tall players,14669,1,14672,,11757,Noir Antares,1937
MLB: Home Run + Stolen Base in back to back games,14670,1,14678,,12088,user16081,113
Athlete medal Olympics and Paralympics?,14671,1,14676,,1831,Ale,9000
,14672,2,,14669,1831,Ale,9000
,14676,2,,14671,11439,fedorqui,1293
Undefeated Champions League Eliminations,14677,1,,,6433,Joker,371
How are the disability definitions scored in the Paralympics,14679,1,14680,,103,Rory Alsop,2385
,14680,2,,14679,1831,Ale,9000
When does 12-men on the defense stop play?,14683,1,,,10370,Daniel,512
,14685,2,,14683,11708,Ian,65
Offside on purpose,14687,1,14709,,1084,Sean,454
How can the defense be called for 12 men pre-snap?,14688,1,,,10404,DCShannon,111
Substances in WADA's monitoring program high risk?,14693,1,,,630,hhh,1840
,14694,2,,14693,630,hhh,1840
Can a batsman be out hit wicket on a wide or a no ball?,14700,1,,,10528,Prateek Shukla,105
Appeal play after a pitching change,14701,1,,,1607,Nate Eldredge,1274
Zero-pitch save,14702,1,14704,,1607,Nate Eldredge,1274
,14703,2,,14700,6126,Philip Kendall,18797
,14708,2,,14701,6232,Joe,8606
,14709,2,,14687,3526,Reinstate Monica 2331977,7219
,14710,2,,5366,11439,fedorqui,1293
Can a player get his second yellow card while being replaced? What happens then?,14711,1,14712,,11439,fedorqui,1293
,14712,2,,14711,6126,Philip Kendall,18797
,14713,2,,14677,9529,Vishnu Raj,378
,14714,2,,14462,1229,Akarsh Kolanu,1
Penalty taker pauses during the run-up: legal or not?,14717,1,14718,,11902,Manish Bhatt,321
,14718,2,,14717,9319,Nij,6688
,14720,2,,14677,1237,Martin,5720
How do swimmers know how many laps they have left?,14722,1,14730,,12132,Christopher,53
What footwear (if any) is required when playing in official football games?,14724,1,,,12134,guest,51
What happens if there is stoppage of play after a tied T20 International match and super over is not possible?,14725,1,,,3325,rajat,139
,14727,2,,14724,3526,Reinstate Monica 2331977,7219
,14728,2,,14722,103,Rory Alsop,2385
Dinghy Racing: how do I use the kicker/vang properly?,14729,1,14976,,12122,Oliver Mason,121
,14730,2,,14722,35,pjmorse,2669
Shall I always stick to the same move if it works?,14732,1,14733,,12144,ygor,123
,14733,2,,14732,11234,Yousend,765
,14734,2,,14732,6126,Philip Kendall,18797
,14737,2,,14735,6336,rrirower,742
Do the type of cleats matter?,14738,1,,,10341,user18723,31
,14739,2,,14738,3526,Reinstate Monica 2331977,7219
Is there a stat or resource that tracks series-wins in MLB?,14741,1,,,11478,Ben Harrison,191
,14742,2,,7254,7551,ycc_swe,417
Oldest footage of a complete football match,14743,1,,,12154,SprotzRobert,41
At what level did Xabi Alonso play Gaelic football?,14744,1,,,787,TRiG,137
,14745,5,,,1831,Ale,9000
,14746,4,,,1831,Ale,9000
,14748,2,,12925,12158,Orly A,27
,14750,2,,7154,12160,Chuck Weinberger,21
,14751,2,,14743,11621,waka,129
"What is the ""paddle"" for during a volleyball substitution?",14752,1,14753,,1831,Ale,9000
,14753,2,,14752,6126,Philip Kendall,18797
,14757,5,,,1831,Ale,9000
,14758,4,,,1831,Ale,9000
,14760,2,,7254,12167,PoloHoleSet,365
,14761,2,,14562,10829,Neil Meyer,508
,14762,2,,14725,12169,SaiPavanParanam,209
,14763,2,,14538,35,pjmorse,2669
"In American Football, why are fullbacks called such if they aren't all the way back from the OLine?",14765,1,14769,,1488,Classified,581
Why do MLB players always look into the field after striking out?,14766,1,14767,,4834,Chad P,85
,14768,2,,14387,12166,Igor Mofournier,1
,14769,2,,14765,6436,Coach-D,4854
,14770,2,,2225,6436,Coach-D,4854
Basketball and rebound,14771,1,14776,,10428,Jack Maddington,125
Foot fault on a jump serve in volleyball,14773,1,,,12175,user12175,41
,14776,2,,14771,6436,Coach-D,4854
,14778,2,,14773,1831,Ale,9000
,14783,2,,2525,3526,Reinstate Monica 2331977,7219
Knocking golf ball into hole,14793,1,14795,,11058,Beastly Gerbil,535
,14794,2,,14793,8937,New-To-IT,2027
,14795,2,,14793,1831,Ale,9000
,1127,2,,1125,385,Dor Cohen,7543
,1128,5,,,-1,Community,1
,1129,4,,,528,KeithS,2538
,1130,2,,1065,605,crmpicco,101
,1131,5,,,528,KeithS,2538
,1132,4,,,528,KeithS,2538
,1133,2,,1125,61,JW8,6486
,1134,2,,179,385,Dor Cohen,7543
,1135,2,,1116,6,wax eagle,8985
,1139,2,,605,609,nhunter75,41
,1141,2,,289,328,cfi,432
,1142,2,,1040,403,erinbrown,261
Incomplete stage in Tour de France,1144,1,3345,,611,boileau,213
,1145,5,,,385,Dor Cohen,7543
,1146,4,,,385,Dor Cohen,7543
,1147,2,,1144,392,Bernhard,1325
,1149,2,,1148,152,Jacob G,2960
,1151,2,,1150,120,Dynamic,956
,1152,2,,941,612,ChrisH,141
,1153,2,,1150,392,Bernhard,1325
,1154,2,,1150,364,posdef,7095
,1155,2,,941,364,posdef,7095
,1157,5,,,-1,Community,1
,1158,4,,,528,KeithS,2538
,1159,5,,,-1,Community,1
,1160,4,,,528,KeithS,2538
,1161,5,,,-1,Community,1
,1162,4,,,528,KeithS,2538
,1163,5,,,528,KeithS,2538
,1164,4,,,528,KeithS,2538
,1165,5,,,-1,Community,1
,1166,4,,,528,KeithS,2538
,1167,5,,,528,KeithS,2538
,1168,4,,,528,KeithS,2538
,1170,5,,,528,KeithS,2538
,1171,4,,,528,KeithS,2538
,1173,2,,1144,617,RMuzy,21
,1174,2,,1035,618,gyosko,111
,1176,5,,,-1,Community,1
,1178,2,,1175,385,Dor Cohen,7543
,1180,2,,1172,496,Ste,3642
,1182,2,,1181,61,JW8,6486
Performance-enhancing drugs in cycling,1183,1,,,513,Kris Moyse,507
How to recognize baseball pitches when watching television games?,1184,1,1185,,628,Victor,363
,1185,2,,1184,385,Dor Cohen,7543
,1186,5,,,-1,Community,1
,1187,4,,,385,Dor Cohen,7543
,1188,2,,1183,61,JW8,6486
,1189,2,,1184,528,KeithS,2538
,1195,5,,,61,JW8,6486
,1196,4,,,61,JW8,6486
,1197,5,,,61,JW8,6486
,1198,4,,,12,Michael Myers,3257
Is it a foul in football if the pursuer unintentionally clips the runner from behind?,1199,1,1202,,637,Thierry Lam,385
Is it a foul for the defender to preemptively slide tackle a potential shot?,1200,1,1201,,637,Thierry Lam,385
,1201,2,,1200,59,Matt,2809
,1202,2,,1199,496,Ste,3642
Is it a foul in ultimate if the pursuer unintentionally clips the runner from behind?,1203,1,1216,,637,Thierry Lam,385
,1204,5,,,61,JW8,6486
,1205,4,,,61,JW8,6486
,1206,2,,897,639,Ticky,381
,1207,5,,,-1,Community,1
,1208,4,,,639,Ticky,381
,1209,2,,1200,639,Ticky,381
,1215,2,,1183,648,John Roberts,371
,1217,5,,,12,Michael Myers,3257
,1218,4,,,61,JW8,6486
,1219,2,,405,648,John Roberts,371
"NBA MVP, Finals MVP and Champion",1220,1,1222,,650,Devin,1192
Why did Ichiro choose number 31 with the Yankees?,1221,1,1223,,635,Ben Dyer,286
,1222,2,,1220,635,Ben Dyer,286
,1223,2,,1221,385,Dor Cohen,7543
Football Player auctions,1225,1,1226,,652,GOK,107
,24353,2,,24330,12900,Bebs,1218
Reaching Beyond the net,24355,1,,,19355,KKoby,1
I have trouble keeping my skis parallel all the time. I have seen a teaching tool that connects the skis so they stay parallel. How is it called?,24356,1,,,19356,user19356,11
,24359,2,,24351,6436,Coach-D,4854
,24360,2,,17009,19361,Michael Corliss,1
,24361,2,,17229,9719,Arrow,386
Why aren't fighting highlights shown on sports segments?,24362,1,24440,,1488,Classified,581
,24363,2,,13963,9719,Arrow,386
,24365,2,,21046,9719,Arrow,386
,24366,2,,15518,9719,Arrow,386
,24367,2,,24354,19263,theSameTime,156
,24369,2,,24317,19369,Alex,46
Run rate of 20 over Cricket match,24371,1,,,19378,Kkd,11
Field goal then safety in overtime?,24373,1,,,19380,Philip Werner,31
What is the highest strength of victory that can be attained by an NFL team?,24374,1,24496,,19381,Ryan Ta,43
How to beat a fast and consistent tennis player?,24375,1,,,7681,live-love,649
,24376,2,,24373,19366,skippy619,173
Why doesn't the MLB just allow teams to try to steal signs?,24379,1,,,10370,Daniel,512
,24383,2,,24379,15558,pboss3010,1018
,24384,2,,24375,9719,Arrow,386
,24385,2,,24274,13403,Bill Hileman,326
,24386,2,,24371,12169,SaiPavanParanam,209
Is Ajax the first team not to qualify for the next stage (because they ended up 3rd) with as much as 10 points?,24387,1,,,10583,Glorfindel,1487
,24388,2,,24387,19394,Rodrigo,131
,24391,2,,24374,17776,Steve-o169,556
,24392,2,,20025,3671,alamoot,8213
,24393,2,,24379,6436,Coach-D,4854
Why do tennis players get penalized for breaking racquets?,24396,1,,,17230,DeeeFoo,286
,24397,2,,24396,15589,F1Krazy,1320
When was the last time a kicker was released after making two 60+ yard field goals during the season?,24398,1,,,19411,field goooooooooooooooooooooal,1
Countries with the least medals in the Olympics,24399,1,24401,,19412,Kerk,217
,24400,2,,24399,6216,ImClarky,1220
,24401,2,,24399,15589,F1Krazy,1320
Which Asian player has the most goals in Top 5 European leagues?,24407,1,,,19414,Bikram Jethi,93
How to hit a knuckleball shot in football?,24408,1,,,19414,Bikram Jethi,93
Which player has won the most prize money in professional golf?,24409,1,24435,,19414,Bikram Jethi,93
Who holds the record for most knockouts in professional boxing?,24410,1,24439,,19414,Bikram Jethi,93
,24411,2,,24398,9690,Jason P Sallinger,1162
What is the longest set of consecutive matches a player has managed to score in Europeâ€™s top 5 Leagues?,24412,1,,,19414,Bikram Jethi,93
,24413,2,,24407,19412,Kerk,217
What is the greatest number of free kick goals scored by a player in professional football?,24414,1,,,19414,Bikram Jethi,93
,24415,5,,,9319,Nij,6688
,24416,4,,,9319,Nij,6688
Which football team has spent the most money buying players over the last decade?,24417,1,,,19414,Bikram Jethi,93
,24418,2,,24414,15589,F1Krazy,1320
Markings on an NBA key,24419,1,,,19417,Bruce,21
Is it possible to use a PTBNL in the following situation?,24421,1,,,1738,Tom Au,3617
,24422,2,,24412,1237,Martin,5720
"What would have to happen to break LaDanian Tomlinson's 2006 season, 31 touchdown record?",24423,1,24427,,9690,Jason P Sallinger,1162
,24426,2,,12728,9578,BowlOfRed,2998
,24427,2,,24423,6436,Coach-D,4854
"What caused ""everyone"" to overlook Mike Trout in the draft?",24428,1,,,1738,Tom Au,3617
,24432,2,,24428,1557,Paul Witry,1490
NFL players with multiple punt return touchdowns in a game,24433,1,24511,,3671,alamoot,8213
"What was this NHL match, possibly in 1999, where the National Anthem was sung by Christina Aguilera?",24434,1,24438,,19427,HeyJude,71
,24437,2,,24417,12169,SaiPavanParanam,209
,24438,2,,24434,1557,Paul Witry,1490
,24439,2,,24410,1557,Paul Witry,1490
,24440,2,,24362,1557,Paul Witry,1490
,24442,2,,24329,1557,Paul Witry,1490
,24445,2,,24433,9690,Jason P Sallinger,1162
,24446,2,,24375,19434,Samarth K,11
How much did soccer players run during a match back in the 60's in top level competitions?,24454,1,,,11602,Pablo,701
In which situations is a soccer player allowed to switch national teams?,24455,1,24458,,11602,Pablo,701
,24458,2,,24455,6216,ImClarky,1220
Intentional grounding when receiver has stepped out of bounds,24459,1,24493,,19303,TrivialCase,155
Can a bowler who did not bowl during the match bowl in super over?,24460,1,,,19453,Zia Alvi,1
,24462,2,,24459,6216,ImClarky,1220
,24464,2,,24460,6216,ImClarky,1220
"Who was chosen the best soccer player of the 1958 world cup, Didi or Raymond Kopa?",24465,1,24466,,11602,Pablo,701
,24466,2,,24465,9319,Nij,6688
,24468,2,,20822,19460,Dale C,1
"No ball for being too high, but the ball is played by the batsman",24469,1,,,19461,Haris,1
Will the ATP Year End No. 1 be awarded after the ATP World Tour Finals or the Davis Cup finals?,6998,1,7015,,1630,KharoBangdo,1533
,6999,2,,5756,528,KeithS,2538
,7000,2,,5654,528,KeithS,2538
,7001,2,,6998,18,jamauss,8239
,7002,2,,5475,528,KeithS,2538
,7005,2,,4867,528,KeithS,2538
,7006,2,,3738,528,KeithS,2538
,7007,2,,6905,528,KeithS,2538
,7008,2,,6982,528,KeithS,2538
,7009,2,,6994,1723,Ben Miller - Remember Monica,8101
What are the main differences between regulations of the NFL and the CFL?,7010,1,7016,,3671,alamoot,8213
Why do female footballers play a higher number of international matches compared to a male footballer?,7011,1,,,2222,Yaitzme,1917
,7012,2,,7011,1831,Ale,9000
,7013,5,,,3671,alamoot,8213
,7014,4,,,3671,alamoot,8213
,7015,2,,6998,1237,Martin,5720
,7016,2,,7010,6359,RSmaller,241
,7017,5,,,-1,Community,1
,7018,4,,,-1,Community,1
What does it mean to rebuild a team?,7019,1,,,3655,cantsay,1376
,7020,2,,7019,1738,Tom Au,3617
,7021,2,,6998,7512,Tony,1
Is Greyhound Racing Seasonal?,7022,1,,,6389,Ginger,277
Pre intense soccer game preparation strategies,7023,1,7043,,7513,user3583721,3
Can a ball change status (fair/foul) once it hit the ground?,7024,1,7025,,6240,Scimonster,719
,7025,2,,7024,6359,RSmaller,241
,7026,2,,7019,6232,Joe,8606
,7027,2,,4138,7516,Daniel,31
Position of the Defense in Soccer Offside,7028,1,,,7520,Scott Clinefelter,29
,7029,2,,7028,7449,fightingirish,324
